1.0000	468
1.0001	9611
1.0002	17888
1.0003	25494
1.0004	32855
1.0005	39496
1.0006	46025
1.0007	52058
1.0008	58044
1.0009	63968
1.0010	69199
1.0011	74352
1.0012	79653
1.0013	84457
1.0014	89152
1.0015	93731
1.0016	97664
1.0018	106011
1.0019	109441
1.0020	113329
1.0021	116754
1.0022	119972
1.0023	123212
1.0024	126091
1.0025	129064
1.0026	131796
1.0027	134281
1.0028	136829
1.0029	139257
1.0030	141308
1.0031	143241
1.0032	145195
1.0033	146746
1.0034	148306
1.0035	149861
1.0036	151367
1.0037	152513
1.0038	153586
1.0039	154449
1.0040	155375
1.0041	156116
1.0042	156908
1.0043	157559
1.0044	157962
1.0045	158198
1.0046	158241
1.0047	157888
1.0048	157898
1.0049	157980
1.0050	157703
1.0051	157326
1.0052	156943
1.0053	156453
1.0054	156104
1.0055	155214
1.0056	154830
1.0057	154010
1.0058	153135
1.0059	152287
1.0060	151220
1.0061	150193
1.0062	148983
1.0063	148005
1.0064	146789
1.0065	145447
1.0066	143993
1.0067	142557
1.0068	141199
1.0069	139811
1.0070	138335
1.0071	136757
1.0072	135019
1.0073	133360
1.0074	131618
1.0075	129740
1.0076	128147
1.0077	126483
1.0078	124397
1.0079	122442
1.0080	120716
1.0081	118425
1.0082	116675
1.0083	114621
1.0084	112450
1.0085	110594
1.0086	108535
1.0087	106492
1.0088	104074
1.0089	102092
1.0090	100101
1.0091	97806
1.0092	95750
1.0093	93451
1.0094	91288
1.0095	89010
1.0096	86672
1.0097	84784
1.0098	82729
1.0099	80353
1.0100	78272